Application Date,Decision Date,Visa Type,Applicant Nationality,Processing Center,Season,Application Complexity,Document Completeness,Expedited Request,Processing Time (Days),Visa Status
2024-01-21,2024-04-17,Student,India,Delhi,Peak,1.0,0.0,0.0,87,Approved
2024-02-23,2024-03-28,Student,Australia,London,Off-Peak,1.0,1.0,1.0,34,Approved
2024-07-23,2024-08-25,Tourist,Australia,Sydney,Off-Peak,1.0,0.0,1.0,33,Denied
2024-02-18,2024-05-12,Work,Australia,Mumbai,Peak,0.0,0.0,1.0,84,Approved
2024-11-20,2025-02-04,Work,USA,Delhi,Peak,1.0,1.0,1.0,76,Approved
2024-12-03,2025-01-21,Student,India,Beijing,Off-Peak,1.0,1.0,1.0,49,Denied
2024-11-11,2024-12-18,Student,France,Delhi,Off-Peak,0.0,1.0,0.0,37,Approved
2024-09-29,2024-11-24,Student,France,Paris,Peak,1.0,1.0,0.0,56,Approved
2024-12-24,2025-01-17,Business,France,Mumbai,Peak,0.0,1.0,1.0,24,Approved
2024-07-28,2024-09-30,Student,Brazil,Delhi,Off-Peak,0.0,0.0,0.0,64,Denied
2024-06-21,2024-09-06,Student,USA,London,Peak,1.0,0.0,0.0,77,Approved
2024-11-05,2024-11-14,Business,USA,Berlin,Off-Peak,,,1.0,9,Approved
2024-02-22,2024-03-02,Tourist,USA,London,Off-Peak,0.0,1.0,,9,Approved
2024-04-11,2024-06-03,Business,USA,Mumbai,Peak,0.0,0.0,0.0,53,Denied
2024-06-04,2024-08-14,Work,Brazil,Mumbai,Off-Peak,0.0,1.0,0.0,71,Approved
2024-05-13,2024-07-11,Work,Germany,Sydney,Off-Peak,0.0,1.0,0.0,59,Approved
2024-05-14,2024-06-22,Business,India,London,Off-Peak,1.0,,0.0,39,Denied
2024-07-13,2024-07-16,Tourist,Australia,Paris,Off-Peak,0.0,1.0,1.0,3,Approved
2024-04-28,2024-06-26,Student,Brazil,Mumbai,Off-Peak,1.0,1.0,0.0,59,Approved
2024-12-27,2025-03-27,Work,India,Delhi,Peak,1.0,1.0,0.0,90,Approved
2024-11-16,2024-12-04,Tourist,Australia,Berlin,Peak,0.0,1.0,0.0,18,Denied
2024-01-05,2024-03-04,Student,India,London,Off-Peak,1.0,0.0,1.0,59,Approved
2024-02-15,2024-03-23,Student,China,Sydney,Off-Peak,0.0,1.0,0.0,37,Approved
2024-04-02,2024-05-16,Work,France,Sydney,Off-Peak,0.0,1.0,1.0,44,Approved
2024-09-28,2024-12-08,Work,Germany,Sydney,Off-Peak,1.0,1.0,0.0,71,Denied
2024-11-06,2024-12-11,Tourist,Brazil,Beijing,Peak,0.0,1.0,0.0,35,Approved
2024-12-01,2025-02-05,Student,France,Mumbai,Peak,0.0,0.0,0.0,66,Denied
2024-07-05,2024-08-23,Business,UK,London,Peak,0.0,0.0,,49,Approved
2024-09-11,2024-11-13,Work,Brazil,Paris,Off-Peak,1.0,1.0,1.0,63,Approved
2024-12-29,2025-02-17,Business,Germany,London,Peak,0.0,0.0,0.0,50,Approved
2024-08-28,2024-11-18,Work,Germany,Delhi,Off-Peak,0.0,0.0,0.0,82,Approved
2024-12-14,2025-02-21,Student,China,London,Peak,1.0,0.0,1.0,69,Approved
2024-07-21,2024-09-12,Work,France,Berlin,Off-Peak,0.0,,0.0,53,Approved
2024-11-07,2024-11-22,Tourist,India,Paris,Off-Peak,0.0,1.0,0.0,15,Approved
2024-05-11,2024-07-09,Student,UK,Sydney,Peak,1.0,1.0,0.0,59,Approved
2024-11-19,2024-11-23,Tourist,Australia,Beijing,Off-Peak,0.0,1.0,1.0,4,Denied
2024-01-24,2024-03-04,Business,UK,Paris,Off-Peak,1.0,0.0,,40,Denied
2024-11-13,2024-12-09,Business,UK,Paris,Peak,0.0,1.0,,26,Approved
2024-07-30,2024-11-07,Work,Australia,Sydney,Peak,1.0,,0.0,100,Denied
2024-12-08,2025-02-05,Student,UK,Berlin,Peak,0.0,0.0,0.0,59,Approved
2024-08-15,2024-10-26,Work,India,London,Off-Peak,0.0,0.0,1.0,72,Approved
2024-06-10,2024-07-15,Business,Germany,Sydney,Peak,1.0,1.0,1.0,35,Approved
2024-12-22,2025-02-08,Tourist,Brazil,Berlin,Peak,0.0,0.0,0.0,48,Denied
2024-07-16,2024-08-20,Student,Australia,Mumbai,Off-Peak,0.0,1.0,0.0,35,Approved
2024-09-18,2024-12-08,Work,Germany,Delhi,Peak,0.0,0.0,1.0,81,Denied
2024-09-27,2024-11-17,Student,France,Sydney,Off-Peak,0.0,0.0,,51,Denied
2024-07-07,2024-07-17,Business,Germany,London,Off-Peak,0.0,1.0,1.0,10,Approved
2024-12-01,2025-01-20,Tourist,Australia,Beijing,Peak,0.0,0.0,0.0,50,Approved
2024-05-30,2024-06-23,Business,Germany,Beijing,Off-Peak,0.0,1.0,0.0,24,Denied
2024-06-27,2024-08-25,Business,UK,Beijing,Off-Peak,1.0,0.0,,59,Approved
2024-04-06,2024-05-21,Tourist,Germany,Paris,Peak,,0.0,1.0,45,Denied
2024-02-16,2024-06-11,Work,China,Delhi,Peak,1.0,0.0,0.0,116,Denied
2024-01-29,2024-04-22,Work,UK,Beijing,Off-Peak,,0.0,1.0,84,Denied
2024-11-13,2025-02-09,Work,India,Mumbai,Off-Peak,1.0,0.0,1.0,88,Denied
2024-10-17,2024-12-05,Business,UK,Beijing,Peak,1.0,1.0,0.0,49,Approved
2024-02-10,2024-04-08,Student,Germany,Paris,Peak,,1.0,0.0,58,Approved
2024-09-22,2024-11-19,Tourist,China,London,Peak,1.0,0.0,0.0,58,Denied
2024-09-22,2024-10-25,Business,China,Paris,Off-Peak,0.0,0.0,1.0,33,Denied
2024-10-27,2025-01-11,Work,Brazil,Mumbai,Off-Peak,0.0,0.0,1.0,76,Denied
2024-06-24,2024-07-10,Tourist,France,London,Off-Peak,1.0,,,16,Approved
2024-05-11,2024-07-27,Student,France,Sydney,Peak,1.0,0.0,0.0,77,Approved
2024-06-16,2024-08-16,Student,India,Delhi,Off-Peak,1.0,1.0,,61,Approved
2024-10-16,2024-12-05,Student,India,Delhi,Off-Peak,0.0,0.0,1.0,50,Approved
2024-10-01,2024-12-11,Work,USA,Sydney,Off-Peak,1.0,1.0,0.0,71,Denied
2024-07-27,2024-09-03,Tourist,UK,Beijing,Off-Peak,1.0,0.0,1.0,38,Approved
2024-12-06,2025-01-09,Tourist,USA,Paris,Peak,1.0,1.0,0.0,34,Approved
2024-01-18,2024-02-27,Business,China,Berlin,Peak,0.0,0.0,1.0,40,Approved
2024-11-19,2025-01-12,Work,Australia,Sydney,Peak,0.0,1.0,1.0,54,Approved
2024-07-20,2024-09-14,Tourist,USA,London,Peak,1.0,0.0,0.0,56,Denied
2024-10-09,2024-11-25,Student,Brazil,Paris,Peak,1.0,1.0,1.0,47,Approved
2024-02-05,2024-03-12,Tourist,France,Sydney,Off-Peak,1.0,0.0,1.0,36,Approved
2024-02-08,2024-03-19,Tourist,France,Delhi,Off-Peak,0.0,0.0,0.0,40,Approved
2024-10-11,2024-11-12,Business,Germany,London,Peak,0.0,1.0,0.0,32,Approved
2024-05-13,2024-07-23,Student,France,Delhi,Peak,,0.0,,71,Approved
2024-04-24,2024-06-14,Student,Australia,Mumbai,Peak,1.0,1.0,1.0,51,Approved
2024-05-31,2024-08-02,Student,USA,Sydney,Peak,1.0,0.0,1.0,63,Approved
2024-12-19,2025-02-20,Work,Australia,Sydney,Off-Peak,,0.0,1.0,63,Approved
2024-05-07,2024-06-18,Business,India,Paris,Off-Peak,0.0,0.0,0.0,42,Approved
2024-01-17,2024-04-04,Work,India,Sydney,Peak,0.0,0.0,1.0,78,Approved
2024-03-13,2024-03-22,Business,China,Berlin,Off-Peak,0.0,1.0,1.0,9,Approved
2024-09-27,2024-12-16,Work,India,Sydney,Off-Peak,0.0,0.0,,80,Approved
2024-07-22,2024-08-23,Business,Australia,Mumbai,Off-Peak,,1.0,1.0,32,Approved
2024-01-20,2024-02-23,Tourist,China,Mumbai,Peak,0.0,1.0,0.0,34,Approved
2024-02-29,2024-04-20,Business,Australia,Beijing,Peak,1.0,1.0,0.0,51,Approved
2024-11-12,2025-02-19,Work,USA,Delhi,Peak,1.0,0.0,1.0,99,Approved
2024-07-27,2024-08-27,Business,France,London,Peak,1.0,1.0,1.0,31,Approved
2024-08-02,2024-08-16,Tourist,UK,Berlin,Off-Peak,0.0,1.0,0.0,14,Approved
2024-09-23,2025-01-01,Work,USA,Mumbai,Off-Peak,1.0,0.0,0.0,100,Approved
2024-07-25,2024-10-01,Work,USA,London,Off-Peak,1.0,1.0,0.0,68,Approved
2024-08-26,2024-11-11,Work,Australia,Delhi,Off-Peak,1.0,1.0,0.0,77,Denied
2024-10-04,2024-11-05,Business,France,Mumbai,Off-Peak,0.0,0.0,1.0,32,Approved
2024-06-09,2024-07-23,Work,Australia,Berlin,Off-Peak,0.0,1.0,1.0,44,Approved
2024-06-26,2024-07-30,Business,Germany,Sydney,Peak,1.0,1.0,1.0,34,Approved
2024-11-26,2024-12-27,Student,Australia,Paris,Off-Peak,,,1.0,31,Approved
2024-12-30,2025-03-03,Student,France,Sydney,Peak,1.0,,1.0,63,Approved
2024-10-30,2024-12-06,Business,Germany,Beijing,Peak,0.0,,0.0,37,Approved
2024-12-20,2025-02-14,Business,Brazil,Sydney,Peak,1.0,0.0,1.0,56,Approved
2024-03-01,2024-03-09,Tourist,France,Sydney,Peak,0.0,1.0,1.0,8,Approved
2024-02-20,2024-05-17,Work,UK,Berlin,Peak,0.0,0.0,0.0,87,Denied
2024-06-03,2024-07-02,Tourist,USA,Beijing,Off-Peak,0.0,0.0,1.0,29,Denied
2024-12-04,2025-01-31,Student,India,Beijing,Peak,0.0,0.0,1.0,58,Approved
2024-04-21,2024-06-16,Work,China,Sydney,Peak,0.0,1.0,1.0,56,Approved
2024-01-13,2024-03-20,Work,USA,Beijing,Off-Peak,1.0,1.0,,67,Approved
2024-01-08,2024-01-28,Student,Australia,Berlin,Off-Peak,0.0,,1.0,20,Approved
2024-08-26,2024-09-23,Business,USA,London,Peak,0.0,1.0,0.0,28,Approved
2024-11-08,2025-01-06,Business,France,Mumbai,Peak,0.0,,,59,Denied
2024-01-11,2024-03-05,Student,Brazil,Delhi,Peak,1.0,1.0,1.0,54,Approved
2024-03-24,2024-06-29,Work,Australia,Mumbai,Off-Peak,1.0,0.0,,97,Denied
2024-12-15,2025-02-06,Student,Australia,Beijing,Off-Peak,1.0,1.0,0.0,53,Denied
2024-06-14,2024-08-05,Business,France,Mumbai,Off-Peak,,0.0,1.0,52,Denied
2024-09-22,2024-11-22,Student,Brazil,London,Off-Peak,1.0,,1.0,61,Approved
2024-04-15,2024-06-11,Tourist,UK,Sydney,Peak,1.0,0.0,0.0,57,Approved
2024-11-14,2025-02-13,Student,Brazil,Delhi,Peak,1.0,0.0,0.0,91,Denied
2024-11-27,2025-02-18,Student,France,Mumbai,Peak,1.0,0.0,0.0,83,Denied
2024-11-13,2024-12-11,Business,UK,Sydney,Off-Peak,0.0,0.0,1.0,28,Denied
2024-02-08,2024-03-13,Business,China,London,Peak,1.0,1.0,1.0,34,Approved
2024-08-13,2024-09-10,Tourist,USA,Beijing,Off-Peak,0.0,0.0,1.0,28,Approved
2024-03-16,2024-05-15,Work,USA,Beijing,Off-Peak,0.0,1.0,0.0,60,Approved
2024-01-13,2024-02-07,Student,India,Sydney,Off-Peak,0.0,1.0,1.0,25,Approved
2024-02-27,2024-06-02,Work,Brazil,Delhi,Peak,0.0,0.0,0.0,96,Denied
2024-07-07,2024-08-28,Student,Germany,Paris,Peak,0.0,0.0,1.0,52,Approved
2024-06-19,2024-07-29,Business,China,Paris,Off-Peak,1.0,,0.0,40,Denied
2024-06-28,2024-09-09,Student,India,Berlin,Off-Peak,1.0,0.0,0.0,73,Approved
2024-05-19,2024-06-23,Student,Germany,Mumbai,Off-Peak,0.0,1.0,0.0,35,Approved
2024-05-18,2024-07-06,Business,India,Beijing,Off-Peak,1.0,1.0,0.0,49,Approved
2024-04-11,2024-04-26,Tourist,Australia,Sydney,Off-Peak,,1.0,1.0,15,Approved
2024-04-13,2024-05-30,Student,Germany,Delhi,Peak,0.0,1.0,0.0,47,Approved
2024-03-08,2024-04-21,Business,China,London,Peak,0.0,0.0,,44,Approved
2024-03-23,2024-04-09,Business,India,Delhi,Off-Peak,0.0,1.0,1.0,17,Approved
2024-07-26,2024-10-13,Work,China,Delhi,Peak,,,1.0,79,Denied
2024-10-16,2024-11-23,Business,UK,Sydney,Off-Peak,0.0,0.0,0.0,38,Approved
2024-07-13,2024-08-16,Business,Australia,Mumbai,Peak,0.0,1.0,0.0,34,Denied
2024-12-05,2025-01-06,Business,China,Sydney,Off-Peak,0.0,0.0,1.0,32,Denied
2024-12-05,2025-02-01,Tourist,China,London,Peak,1.0,0.0,0.0,58,Denied
2024-10-28,2024-11-27,Tourist,UK,Mumbai,Off-Peak,1.0,1.0,0.0,30,Approved
2024-05-28,2024-07-24,Business,Brazil,Sydney,Peak,1.0,0.0,1.0,57,Denied
2024-03-01,2024-06-16,Work,India,Berlin,Peak,1.0,,,107,Approved
2024-12-25,2025-02-17,Work,France,Paris,Peak,0.0,1.0,1.0,54,Approved
2024-08-07,2024-08-24,Tourist,Germany,Sydney,Off-Peak,0.0,,1.0,17,Denied
2024-10-04,2024-11-30,Work,UK,Sydney,Off-Peak,0.0,1.0,0.0,57,Approved
2024-07-26,2024-09-19,Tourist,UK,Delhi,Off-Peak,1.0,0.0,,55,Denied
2024-01-14,2024-03-01,Tourist,Australia,London,Peak,1.0,0.0,1.0,47,Approved
2024-02-27,2024-04-25,Student,France,Beijing,Off-Peak,1.0,0.0,1.0,58,Approved
2024-09-29,2024-12-01,Work,USA,Beijing,Off-Peak,1.0,,1.0,63,Approved
2024-04-09,2024-06-30,Student,UK,Beijing,Peak,1.0,0.0,0.0,82,Approved
2024-06-12,2024-07-09,Tourist,UK,Beijing,Off-Peak,0.0,0.0,1.0,27,Approved
2024-12-11,2025-02-20,Work,Brazil,Beijing,Off-Peak,,1.0,1.0,71,Approved
2024-09-20,2024-11-11,Student,Germany,Sydney,Peak,0.0,0.0,1.0,52,Denied
2024-08-08,2024-10-03,Student,USA,Mumbai,Off-Peak,1.0,1.0,0.0,56,Approved
2024-04-02,2024-06-20,Work,Australia,Mumbai,Peak,1.0,1.0,1.0,79,Approved
2024-11-18,2024-12-07,Tourist,France,Mumbai,Off-Peak,1.0,1.0,1.0,19,Approved
2024-10-17,2024-11-02,Tourist,Germany,Paris,Off-Peak,1.0,1.0,1.0,16,Approved
2024-08-12,2024-11-04,Work,Germany,Delhi,Off-Peak,1.0,0.0,1.0,84,Approved
2024-10-07,2024-11-30,Student,France,Sydney,Off-Peak,1.0,0.0,1.0,54,Approved
2024-01-25,2024-05-02,Work,India,London,Off-Peak,,0.0,0.0,98,Approved
2024-03-04,2024-04-12,Tourist,France,London,Peak,,0.0,,39,Denied
2024-05-23,2024-06-30,Tourist,Germany,Mumbai,Peak,0.0,0.0,1.0,38,Denied
2024-11-10,2024-12-11,Business,France,Berlin,Peak,1.0,1.0,1.0,31,Approved
2024-01-17,2024-03-16,Work,UK,Berlin,Off-Peak,0.0,1.0,0.0,59,Approved
2024-04-10,2024-05-14,Business,Brazil,Berlin,Off-Peak,0.0,0.0,1.0,34,Approved
2024-10-01,2024-10-23,Tourist,France,Paris,Peak,0.0,1.0,0.0,22,Approved
2024-08-11,2024-09-15,Business,India,London,Peak,1.0,,1.0,35,Approved
2024-06-28,2024-07-01,Tourist,Germany,London,Off-Peak,0.0,1.0,1.0,3,Approved
2024-02-19,2024-04-09,Business,UK,Sydney,Peak,1.0,0.0,,50,Approved
2024-04-15,2024-05-07,Business,France,Berlin,Off-Peak,0.0,1.0,0.0,22,Denied
2024-10-14,2024-11-22,Tourist,France,Paris,Peak,0.0,0.0,0.0,39,Approved
2024-03-28,2024-05-13,Business,Australia,London,Peak,0.0,,0.0,46,Approved
2024-11-16,2024-12-13,Business,UK,Delhi,Peak,0.0,1.0,1.0,27,Approved
2024-11-26,2025-01-17,Business,Germany,Mumbai,Peak,1.0,1.0,0.0,52,Approved
2024-06-14,2024-07-05,Tourist,Australia,Mumbai,Off-Peak,1.0,1.0,1.0,21,Approved
2024-09-02,2024-10-26,Tourist,Australia,Delhi,Off-Peak,,0.0,0.0,54,Denied
2024-03-13,2024-05-28,Work,Australia,Mumbai,Peak,1.0,1.0,1.0,76,Approved
2024-06-07,2024-07-15,Student,Brazil,Mumbai,Peak,0.0,,1.0,38,Denied
2024-05-25,2024-06-22,Tourist,UK,Paris,Off-Peak,1.0,1.0,0.0,28,Denied
2024-12-21,2025-01-03,Tourist,Brazil,London,Off-Peak,0.0,1.0,0.0,13,Approved
2024-05-28,2024-08-11,Student,Australia,Paris,Peak,1.0,,0.0,75,Approved
2024-01-15,2024-01-24,Tourist,UK,London,Peak,0.0,1.0,1.0,9,Denied
2024-11-30,2025-01-27,Student,Brazil,Sydney,Off-Peak,1.0,0.0,1.0,58,Approved
2024-07-30,2024-10-28,Work,USA,Sydney,Off-Peak,1.0,0.0,0.0,90,Denied
2024-09-03,2024-11-03,Work,France,Paris,Off-Peak,0.0,,1.0,61,Approved
2024-01-20,2024-02-25,Business,Germany,Paris,Off-Peak,1.0,1.0,0.0,36,Approved
2024-06-09,2024-08-26,Work,France,Berlin,Off-Peak,1.0,0.0,1.0,78,Denied
2024-04-11,2024-05-04,Business,India,Sydney,Off-Peak,,1.0,0.0,23,Approved
2024-07-18,2024-09-18,Business,UK,Paris,Peak,1.0,0.0,0.0,62,Approved
2024-07-25,2024-08-28,Tourist,Brazil,Beijing,Off-Peak,0.0,,1.0,34,Approved
2024-08-17,2024-10-19,Work,Germany,Beijing,Off-Peak,1.0,1.0,1.0,63,Approved
2024-06-02,2024-08-17,Work,UK,Sydney,Peak,0.0,0.0,,76,Approved
2024-02-23,2024-04-04,Business,Australia,Delhi,Peak,0.0,0.0,1.0,41,Denied
2024-10-05,2024-12-18,Work,Germany,Berlin,Off-Peak,0.0,0.0,,74,Approved
2024-12-13,2025-02-07,Student,India,Berlin,Off-Peak,1.0,0.0,1.0,56,Approved
2024-02-16,2024-05-15,Work,Australia,Delhi,Peak,,1.0,0.0,89,Approved
2024-11-25,2025-03-04,Work,UK,London,Peak,1.0,0.0,0.0,99,Approved
2024-05-11,2024-06-08,Tourist,India,Berlin,Peak,,1.0,1.0,28,Approved
2024-08-31,2024-09-03,Tourist,Germany,Paris,Off-Peak,0.0,1.0,1.0,3,Approved
2024-09-16,2024-11-04,Tourist,Australia,Beijing,Peak,0.0,0.0,0.0,49,Approved
2024-09-24,2024-10-03,Business,USA,London,Off-Peak,0.0,1.0,1.0,9,Approved
2024-03-10,2024-05-25,Student,China,Mumbai,Peak,1.0,0.0,1.0,76,Approved
2024-01-12,2024-02-01,Tourist,USA,Delhi,Off-Peak,0.0,1.0,,20,Approved
2024-06-28,2024-08-01,Tourist,India,Beijing,Off-Peak,0.0,,1.0,34,Approved
2024-04-04,2024-04-21,Business,USA,Paris,Off-Peak,0.0,1.0,0.0,17,Approved
2024-01-25,2024-02-11,Business,USA,Mumbai,Off-Peak,0.0,1.0,1.0,17,Approved
2024-05-29,2024-07-18,Business,Australia,Berlin,Peak,0.0,0.0,0.0,50,Approved
2024-12-04,2025-02-06,Student,China,Sydney,Peak,,0.0,0.0,64,Approved
2024-05-01,2024-06-13,Tourist,France,Beijing,Peak,,,0.0,43,Approved
2024-11-28,2024-12-13,Business,France,Beijing,Off-Peak,,,1.0,15,Approved
2024-07-26,2024-08-21,Business,India,Paris,Off-Peak,0.0,1.0,0.0,26,Approved
2024-10-05,2024-11-20,Business,China,London,Off-Peak,,0.0,1.0,46,Denied
2024-04-01,2024-05-01,Student,USA,Berlin,Off-Peak,0.0,1.0,0.0,30,Approved
2024-11-18,2024-11-28,Business,India,Berlin,Off-Peak,0.0,1.0,1.0,10,Approved
2024-12-03,2025-01-03,Tourist,France,Delhi,Off-Peak,1.0,1.0,0.0,31,Approved
2024-02-04,2024-03-24,Tourist,China,Sydney,Peak,0.0,0.0,0.0,49,Approved
2024-10-01,2024-11-01,Tourist,India,Beijing,Peak,0.0,1.0,0.0,31,Approved
2024-04-08,2024-06-09,Business,Germany,Berlin,Peak,1.0,0.0,0.0,62,Denied
2024-06-21,2024-07-27,Business,USA,London,Off-Peak,1.0,1.0,0.0,36,Approved
2024-03-04,2024-05-14,Tourist,India,Delhi,Peak,1.0,0.0,0.0,71,Approved
2024-12-12,2025-02-19,Student,UK,Delhi,Peak,0.0,,0.0,69,Approved
2024-09-01,2024-11-22,Student,China,Berlin,Peak,1.0,0.0,0.0,82,Approved
2024-01-28,2024-03-09,Tourist,UK,Berlin,Peak,1.0,0.0,1.0,41,Approved
2024-06-16,2024-06-24,Tourist,USA,London,Peak,,1.0,1.0,8,Approved
2024-01-01,2024-01-25,Tourist,Brazil,Paris,Off-Peak,0.0,0.0,1.0,24,Approved
2024-01-16,2024-03-12,Business,China,Paris,Peak,0.0,0.0,0.0,56,Denied
2024-02-14,2024-04-10,Business,Australia,Sydney,Off-Peak,1.0,,0.0,56,Approved
2024-03-28,2024-04-28,Student,China,Mumbai,Off-Peak,0.0,1.0,1.0,31,Approved
2024-04-08,2024-04-28,Tourist,India,Mumbai,Off-Peak,0.0,1.0,0.0,20,Denied
2024-07-07,2024-09-27,Work,France,Paris,Off-Peak,1.0,0.0,,82,Approved
2024-06-12,2024-09-02,Work,France,Beijing,Peak,0.0,0.0,1.0,82,Approved
2024-12-06,2025-02-01,Work,USA,Berlin,Peak,0.0,1.0,1.0,57,Approved
2024-05-09,2024-07-01,Student,China,Berlin,Off-Peak,0.0,0.0,0.0,53,Denied
2024-11-20,2025-02-03,Work,Germany,Mumbai,Peak,1.0,,1.0,75,Approved
2024-02-04,2024-03-12,Business,Australia,Delhi,Off-Peak,0.0,0.0,,37,Approved
2024-07-28,2024-09-05,Tourist,India,Sydney,Off-Peak,1.0,0.0,1.0,39,Approved
2024-08-02,2024-10-04,Student,Germany,Mumbai,Off-Peak,1.0,0.0,1.0,63,Denied
2024-03-15,2024-06-03,Work,UK,Beijing,Off-Peak,,1.0,0.0,80,Approved
2024-08-11,2024-09-08,Student,USA,Beijing,Off-Peak,0.0,1.0,1.0,28,Approved
2024-08-24,2024-10-03,Business,USA,Berlin,Peak,0.0,0.0,1.0,40,Approved
2024-03-03,2024-03-29,Tourist,Germany,Beijing,Off-Peak,0.0,0.0,1.0,26,Approved
2024-04-25,2024-05-23,Business,Australia,Beijing,Off-Peak,0.0,1.0,0.0,28,Approved
2024-11-30,2024-12-30,Business,Brazil,Sydney,Off-Peak,1.0,1.0,1.0,30,Denied
2024-12-17,2025-01-16,Student,USA,Sydney,Peak,0.0,,1.0,30,Approved
2024-03-22,2024-05-27,Work,UK,Berlin,Off-Peak,0.0,,1.0,66,Approved
2024-03-29,2024-07-07,Work,Australia,Beijing,Off-Peak,1.0,0.0,0.0,100,Approved
2024-12-01,2025-01-19,Business,China,Mumbai,Off-Peak,0.0,0.0,0.0,49,Approved
2024-01-16,2024-01-31,Tourist,UK,Delhi,Peak,0.0,1.0,1.0,15,Approved
2024-06-10,2024-06-27,Tourist,Germany,Berlin,Off-Peak,1.0,1.0,1.0,17,Approved
2024-03-22,2024-05-18,Student,India,Delhi,Off-Peak,1.0,1.0,0.0,57,Approved
2024-12-27,2025-02-01,Business,Brazil,London,Off-Peak,1.0,1.0,0.0,36,Approved
2024-06-30,2024-08-16,Student,France,Mumbai,Peak,,1.0,0.0,47,Approved
2024-07-11,2024-09-13,Work,China,Sydney,Off-Peak,,1.0,1.0,64,Denied
2024-07-02,2024-10-02,Work,India,Beijing,Peak,,1.0,0.0,92,Approved
2024-03-23,2024-07-06,Work,India,Delhi,Off-Peak,1.0,0.0,0.0,105,Approved
2024-02-11,2024-04-25,Work,Germany,Berlin,Off-Peak,0.0,0.0,0.0,74,Denied
2024-10-04,2024-11-26,Work,USA,Sydney,Peak,,1.0,1.0,53,Approved
2024-11-16,2024-12-11,Tourist,India,Berlin,Peak,0.0,1.0,0.0,25,Approved
2024-03-14,2024-06-07,Work,Australia,Mumbai,Off-Peak,1.0,0.0,1.0,85,Approved
2024-03-18,2024-04-04,Business,UK,Mumbai,Off-Peak,0.0,1.0,1.0,17,Approved
2024-08-26,2024-09-15,Business,USA,London,Off-Peak,0.0,1.0,0.0,20,Approved
2024-10-08,2024-11-20,Student,China,Paris,Peak,0.0,1.0,0.0,43,Approved
2024-10-20,2024-11-08,Tourist,China,Sydney,Off-Peak,0.0,1.0,0.0,19,Approved
2024-01-03,2024-02-23,Tourist,China,Delhi,Peak,,0.0,0.0,51,Approved
2024-08-13,2024-11-17,Work,Brazil,London,Peak,1.0,0.0,1.0,96,Denied
2024-07-26,2024-09-12,Student,UK,Mumbai,Peak,1.0,1.0,1.0,48,Approved
2024-07-17,2024-08-18,Student,China,Mumbai,Off-Peak,,1.0,1.0,32,Approved
2024-04-26,2024-05-26,Tourist,Germany,Mumbai,Peak,0.0,1.0,0.0,30,Approved
2024-11-13,2024-12-29,Business,France,Delhi,Off-Peak,1.0,0.0,1.0,46,Approved
2024-05-31,2024-09-07,Work,Germany,Paris,Peak,1.0,0.0,0.0,99,Approved
2024-05-11,2024-08-05,Work,India,Delhi,Off-Peak,0.0,0.0,,86,Approved
2024-01-19,2024-03-20,Tourist,UK,Beijing,Peak,1.0,0.0,0.0,61,Denied
2024-10-01,2024-12-26,Work,Australia,Paris,Peak,1.0,0.0,1.0,86,Approved
2024-04-27,2024-05-31,Tourist,UK,Mumbai,Peak,,1.0,1.0,34,Approved
2024-07-18,2024-08-14,Tourist,India,Delhi,Off-Peak,1.0,1.0,1.0,27,Approved
2024-01-26,2024-04-30,Work,Germany,Mumbai,Off-Peak,1.0,0.0,0.0,95,Approved
2024-08-05,2024-10-03,Student,China,London,Off-Peak,1.0,0.0,1.0,59,Approved
2024-03-27,2024-04-30,Tourist,Brazil,Berlin,Off-Peak,1.0,1.0,0.0,34,Approved
2024-11-17,2024-12-04,Business,Germany,London,Peak,0.0,1.0,1.0,17,Approved
2024-05-02,2024-05-18,Tourist,Australia,Berlin,Off-Peak,1.0,1.0,1.0,16,Approved
2024-05-14,2024-08-07,Work,Brazil,Beijing,Peak,0.0,0.0,1.0,85,Approved
2024-01-17,2024-02-20,Tourist,France,Delhi,Peak,0.0,0.0,1.0,34,Approved
2024-09-22,2024-11-20,Business,France,Beijing,Peak,1.0,,1.0,59,Approved
2024-09-24,2024-11-09,Tourist,India,Beijing,Off-Peak,0.0,0.0,0.0,46,Approved
2024-11-25,2025-01-11,Business,China,Paris,Peak,1.0,1.0,,47,Approved
2024-11-04,2024-12-28,Business,India,Mumbai,Off-Peak,1.0,0.0,,54,Approved
2024-12-07,2025-01-11,Business,France,London,Off-Peak,1.0,,0.0,35,Approved
2024-02-13,2024-03-24,Tourist,India,Mumbai,Off-Peak,,1.0,0.0,40,Approved
2024-09-04,2024-11-23,Work,USA,Beijing,Off-Peak,1.0,1.0,0.0,80,Approved
2024-10-24,2024-11-26,Business,Brazil,Delhi,Off-Peak,1.0,1.0,1.0,33,Approved
2024-12-08,2024-12-11,Tourist,Germany,Sydney,Off-Peak,0.0,1.0,1.0,3,Approved
2024-09-02,2024-11-10,Student,India,Paris,Off-Peak,1.0,0.0,0.0,69,Approved
2024-08-05,2024-09-28,Work,UK,Berlin,Peak,0.0,1.0,1.0,54,Approved
2024-11-05,2025-02-11,Work,France,London,Peak,1.0,0.0,0.0,98,Approved
2024-10-11,2024-12-10,Business,France,Mumbai,Off-Peak,1.0,0.0,,60,Denied
